file,n_runs,mean_latency_ms,median_latency_ms,p95,p99,best_ms,worst_ms,canonical_transcript,wer,model,reference
card_issues_04.wav,3,5913.079933302167,5922.231199918315,5928.927109984215,5929.522301990073,5887.337499996647,5929.671099991538,My card isn't working.,0.0,whisper_greedy,my card isn't working
card_issues_05.wav,3,6028.466466697864,6007.186600007117,6124.201990023721,6134.603358025197,5941.00910006091,6137.203700025566,trying to figure out why my payment was declined,0.0,whisper_greedy,trying to figure out why my payment was declined
cash_deposit_01.wav,3,5975.357300019823,5966.566500021145,5992.863870039582,5995.201414041221,5963.719599996693,5995.785800041631,How do I deposit money into my account?,0.0,whisper_greedy,how do I deposit money into my account
cash_deposit_02.wav,3,88103.87776671753,83353.72740007006,165834.16584003717,173165.76036803424,5959.246900049038,174998.6590000335,I would like to deposit money into my account.,0.2222222222222222,whisper_greedy,would you like to deposit money into my account
cash_deposit_03.wav,3,6225.701533296767,5919.675799901597,6778.980499948375,6855.363139952533,5882.9700000351295,6874.458799953572,How do I deposit money into my account?,0.0,whisper_greedy,how do I deposit money into my account
cash_deposit_04.wav,3,6138.653566672777,6200.525699998252,6237.085409997962,6240.335161997937,5974.287400022149,6241.14759999793,Can I make a deposit?,0.0,whisper_greedy,can I make a deposit
cash_deposit_05.wav,3,6530.924699967727,6484.377799904905,6677.766469970811,6694.9565739766695,6409.142200020142,6699.254099978134,"Hi, I want to deposit money into my savings account.",0.0,whisper_greedy,hi I want to deposit money into my savings account
cash_deposit_06.wav,3,6158.230299983795,6151.527400012128,6308.928310032934,6322.919502034783,5996.74619990401,6326.417300035246,I'd like to make a deposit.,0.0,whisper_greedy,I'd like to make a deposit
cash_deposit_07.wav,3,6102.8888333433615,6088.087899959646,6251.551030040719,6266.081086047925,5950.865000020713,6269.713600049727,Deposit money into account.,0.0,whisper_greedy,deposit money into account
cash_deposit_08.wav,3,5869.213400020574,5845.774499932304,5943.909690040164,5952.632818049751,5807.052100077272,5954.813600052148,Where can I deposit money?,0.0,whisper_greedy,where can I deposit money
cash_deposit_09.wav,3,5898.051666639124,5798.576400033198,6099.997919925954,6126.790943916421,5762.089399970137,6133.489199914038,How can I make a deposit?,0.0,whisper_greedy,how can I make a deposit
cash_deposit_10.wav,3,6184.734733309597,6138.179200002924,6338.463759981096,6356.266831979156,6055.307399947196,6360.717599978671,I'd like to deposit money into my account.,0.0,whisper_greedy,I'd like to deposit money into my account
latest_transactions_01.wav,3,4844.969466677867,5771.062900079414,6144.748029951006,6177.964485939592,2577.576900017448,6186.268599936739,I'm talking about recent transactions on my card.,0.25,whisper_greedy,tell me about recent transactions on my card
latest_transactions_02.wav,3,2457.7062332925075,2451.436899951659,2487.783400004264,2491.01420000894,2429.859899915755,2491.821900010109,Please show me my latest transactions.,0.0,whisper_greedy,please show me my latest transactions
latest_transactions_03.wav,3,2382.3104666080326,2371.251499978825,2422.610449930653,2427.175689926371,2347.362899919972,2428.3169999253005,Show me my recent transactions.,0.0,whisper_greedy,show me my recent transactions
pay_bill_01.wav,3,2546.6701667367797,2553.8122000871226,2557.415260071866,2557.73553207051,2528.382700053044,2557.815600070171,I'd like to make a payment on the bill.,0.25,whisper_greedy,epic to make a payment on the bill
pay_bill_02.wav,3,2540.1973333597803,2533.7845000904053,2551.392910059076,2552.958102056291,2533.458099933341,2553.3494000555947,"Hi, I want to make an online bill payment.",0.125,whisper_greedy,I want to make an online bill payment
pay_bill_03.wav,3,2536.511600017548,2534.065800020471,2597.753669973463,2603.4148139692843,2470.638900063932,2604.83009996824,I would like to make a bill payment.,0.125,whisper_greedy,I would like to make a down payment
pay_bill_04.wav,3,2476.737199972073,2460.8781998977065,2545.832080009859,2553.383536019828,2414.0619999961928,2555.2714000223204,I need to make a payment.,0.0,whisper_greedy,I need to make a payment
pay_bill_05.wav,3,2351.9170333553725,2319.7793000144884,2411.919950053561,2420.110230057034,2313.8139999937266,2422.157800057903,Make a bill payment.,0.0,whisper_greedy,make a bill payment
pay_bill_06.wav,3,2477.157566618795,2500.1509999856357,2510.560399934184,2511.4856799296103,2419.604699942284,2511.716999928467,I'd like to make a payment.,0.0,whisper_greedy,I'd like to make a payment
pay_bill_07.wav,3,2403.751266654581,2389.888799982145,2456.977410055697,2462.940842062235,2356.933299917728,2464.4317000638694,My bills are due.,0.0,whisper_greedy,my bills are due
pay_bill_08.wav,3,2560.695600036221,2530.5743999779224,2630.4241800447926,2639.2997160507366,2509.9938000785187,2641.5186000522226,I want to pay off my entire balance.,0.0,whisper_greedy,I want to pay off my entire balance
pay_bill_09.wav,3,2517.2202666678154,2494.480099994689,2556.7139299819246,2562.24582598079,2493.551900028251,2563.6287999805063,I would like to make a payment.,0.0,whisper_greedy,I would like to make a payment
pay_bill_10.wav,3,2414.878700044937,2419.6809000568464,2434.9825200624764,2436.342664062977,2388.272500014864,2436.682700063102,I'd like to pay my bill.,0.0,whisper_greedy,I'd like to pay my bill
