file,run,latency_ms,transcript,meta,reference,wer,model
pay_bill_04.wav,3,631.6350999986753,I NEED TO MAKE A PAYMENT,"{""model_id"": ""facebook/wav2vec2-base-960h"", ""device"": ""cpu"", ""latency_ms"": 631.5988999558613}",I need to make a payment,0.0,facebook_wav2vec2-base-960h
pay_bill_05.wav,1,770.2433000085875,MAKE A BILL PAYMENT,"{""model_id"": ""facebook/wav2vec2-base-960h"", ""device"": ""cpu"", ""latency_ms"": 770.163599983789}",make a bill payment,0.0,facebook_wav2vec2-base-960h
pay_bill_05.wav,2,793.0356001015753,MAKE A BILL PAYMENT,"{""model_id"": ""facebook/wav2vec2-base-960h"", ""device"": ""cpu"", ""latency_ms"": 792.9702000692487}",make a bill payment,0.0,facebook_wav2vec2-base-960h
pay_bill_05.wav,3,802.9203000478446,MAKE A BILL PAYMENT,"{""model_id"": ""facebook/wav2vec2-base-960h"", ""device"": ""cpu"", ""latency_ms"": 802.8792999684811}",make a bill payment,0.0,facebook_wav2vec2-base-960h
pay_bill_06.wav,1,767.6296000136063,I'D LIKE TO MAKE A PAYMENT,"{""model_id"": ""facebook/wav2vec2-base-960h"", ""device"": ""cpu"", ""latency_ms"": 767.5760000711307}",I'd like to make a payment,0.0,facebook_wav2vec2-base-960h
pay_bill_06.wav,2,812.9557999782264,I'D LIKE TO MAKE A PAYMENT,"{""model_id"": ""facebook/wav2vec2-base-960h"", ""device"": ""cpu"", ""latency_ms"": 812.9163000266999}",I'd like to make a payment,0.0,facebook_wav2vec2-base-960h
pay_bill_06.wav,3,682.410900015384,I'D LIKE TO MAKE A PAYMENT,"{""model_id"": ""facebook/wav2vec2-base-960h"", ""device"": ""cpu"", ""latency_ms"": 682.359499973245}",I'd like to make a payment,0.0,facebook_wav2vec2-base-960h
pay_bill_07.wav,1,444.7174998931587,MY BUILDARE DUE,"{""model_id"": ""facebook/wav2vec2-base-960h"", ""device"": ""cpu"", ""latency_ms"": 444.6694999933243}",my bills are due,0.5,facebook_wav2vec2-base-960h
pay_bill_07.wav,2,431.0707999393344,MY BUILDARE DUE,"{""model_id"": ""facebook/wav2vec2-base-960h"", ""device"": ""cpu"", ""latency_ms"": 431.0308999847621}",my bills are due,0.5,facebook_wav2vec2-base-960h
pay_bill_07.wav,3,447.8658000007272,MY BUILDARE DUE,"{""model_id"": ""facebook/wav2vec2-base-960h"", ""device"": ""cpu"", ""latency_ms"": 447.83219997771084}",my bills are due,0.5,facebook_wav2vec2-base-960h
pay_bill_08.wav,1,788.8669999083504,ONT A PAY OFF MY ENTIRE BALANCE,"{""model_id"": ""facebook/wav2vec2-base-960h"", ""device"": ""cpu"", ""latency_ms"": 788.8314999872819}",I want to pay off my entire balance,0.375,facebook_wav2vec2-base-960h
pay_bill_08.wav,2,752.0216999109834,ONT A PAY OFF MY ENTIRE BALANCE,"{""model_id"": ""facebook/wav2vec2-base-960h"", ""device"": ""cpu"", ""latency_ms"": 751.9877000013366}",I want to pay off my entire balance,0.375,facebook_wav2vec2-base-960h
pay_bill_08.wav,3,775.6754999281839,ONT A PAY OFF MY ENTIRE BALANCE,"{""model_id"": ""facebook/wav2vec2-base-960h"", ""device"": ""cpu"", ""latency_ms"": 775.6375001044944}",I want to pay off my entire balance,0.375,facebook_wav2vec2-base-960h
pay_bill_09.wav,1,478.662500041537,I WOULD LIKE TO MAKE A PAYMENT,"{""model_id"": ""facebook/wav2vec2-base-960h"", ""device"": ""cpu"", ""latency_ms"": 478.62929990515113}",I would like to make a payment,0.0,facebook_wav2vec2-base-960h
pay_bill_09.wav,2,511.69150008354336,I WOULD LIKE TO MAKE A PAYMENT,"{""model_id"": ""facebook/wav2vec2-base-960h"", ""device"": ""cpu"", ""latency_ms"": 511.653000023216}",I would like to make a payment,0.0,facebook_wav2vec2-base-960h
pay_bill_09.wav,3,500.6648999406025,I WOULD LIKE TO MAKE A PAYMENT,"{""model_id"": ""facebook/wav2vec2-base-960h"", ""device"": ""cpu"", ""latency_ms"": 500.6302000256255}",I would like to make a payment,0.0,facebook_wav2vec2-base-960h
pay_bill_10.wav,1,709.1669999063015,I'D LIKE TO PAY MY BILL,"{""model_id"": ""facebook/wav2vec2-base-960h"", ""device"": ""cpu"", ""latency_ms"": 709.1282000765204}",I'd like to pay my bill,0.0,facebook_wav2vec2-base-960h
pay_bill_10.wav,2,741.8433000566438,I'D LIKE TO PAY MY BILL,"{""model_id"": ""facebook/wav2vec2-base-960h"", ""device"": ""cpu"", ""latency_ms"": 741.8050999986008}",I'd like to pay my bill,0.0,facebook_wav2vec2-base-960h
pay_bill_10.wav,3,701.2142000021413,I'D LIKE TO PAY MY BILL,"{""model_id"": ""facebook/wav2vec2-base-960h"", ""device"": ""cpu"", ""latency_ms"": 701.1664999881759}",I'd like to pay my bill,0.0,facebook_wav2vec2-base-960h
atm_limit_01.wav,1,1633.1527000293136,how much money can i say l at eight pm,"{""model_path"": ""bench/models/vosk/vosk-model-small-en-us-0.15"", ""device"": ""cpu"", ""latency_ms"": 1409.315799945034}",how much money can I take out at the ATM,0.4,voskadapter
atm_limit_01.wav,2,1667.86459996365,how much money can i say l at eight pm,"{""model_path"": ""bench/models/vosk/vosk-model-small-en-us-0.15"", ""device"": ""cpu"", ""latency_ms"": 1452.0993999904022}",how much money can I take out at the ATM,0.4,voskadapter
atm_limit_01.wav,3,1802.2696999832988,how much money can i say l at eight pm,"{""model_path"": ""bench/models/vosk/vosk-model-small-en-us-0.15"", ""device"": ""cpu"", ""latency_ms"": 1583.7998000206426}",how much money can I take out at the ATM,0.4,voskadapter
atm_limit_02.wav,1,1469.590699998662,how much money to withdraw the a m,"{""model_path"": ""bench/models/vosk/vosk-model-small-en-us-0.15"", ""device"": ""cpu"", ""latency_ms"": 1238.4233999764547}",how much money can I withdraw at the ATM,0.5555555555555556,voskadapter
atm_limit_02.wav,2,1530.6504999753088,how much money to withdraw the a m,"{""model_path"": ""bench/models/vosk/vosk-model-small-en-us-0.15"", ""device"": ""cpu"", ""latency_ms"": 1297.9184000287205}",how much money can I withdraw at the ATM,0.5555555555555556,voskadapter
atm_limit_02.wav,3,1496.898900019005,how much money to withdraw the a m,"{""model_path"": ""bench/models/vosk/vosk-model-small-en-us-0.15"", ""device"": ""cpu"", ""latency_ms"": 1293.107399949804}",how much money can I withdraw at the ATM,0.5555555555555556,voskadapter
atm_limit_03.wav,1,1424.344199942425,what is my limit at the hm,"{""model_path"": ""bench/models/vosk/vosk-model-small-en-us-0.15"", ""device"": ""cpu"", ""latency_ms"": 1189.8027999559417}",what is my limit at the ATM,0.1428571428571428,voskadapter
atm_limit_03.wav,2,1466.0399000858888,what is my limit at the hm,"{""model_path"": ""bench/models/vosk/vosk-model-small-en-us-0.15"", ""device"": ""cpu"", ""latency_ms"": 1246.7822999460623}",what is my limit at the ATM,0.1428571428571428,voskadapter
atm_limit_03.wav,3,1485.2489000186324,what is my limit at the hm,"{""model_path"": ""bench/models/vosk/vosk-model-small-en-us-0.15"", ""device"": ""cpu"", ""latency_ms"": 1255.2429999923334}",what is my limit at the ATM,0.1428571428571428,voskadapter
balance_01.wav,1,1517.122899997048,he my count bella,"{""model_path"": ""bench/models/vosk/vosk-model-small-en-us-0.15"", ""device"": ""cpu"", ""latency_ms"": 1306.6709000850096}",can you see my account balance,0.8333333333333334,voskadapter
balance_01.wav,2,1498.557599959895,in my count bella,"{""model_path"": ""bench/models/vosk/vosk-model-small-en-us-0.15"", ""device"": ""cpu"", ""latency_ms"": 1268.369600060396}",can you see my account balance,0.8333333333333334,voskadapter
balance_01.wav,3,1476.6592000378296,in my count bella,"{""model_path"": ""bench/models/vosk/vosk-model-small-en-us-0.15"", ""device"": ""cpu"", ""latency_ms"": 1226.6554000088945}",can you see my account balance,0.8333333333333334,voskadapter
balance_02.wav,1,1267.2085999511182,what is my account balance,"{""model_path"": ""bench/models/vosk/vosk-model-small-en-us-0.15"", ""device"": ""cpu"", ""latency_ms"": 1048.2889999402687}",what is my account balance,0.0,voskadapter
balance_02.wav,2,1265.0901000015438,what is my account balance,"{""model_path"": ""bench/models/vosk/vosk-model-small-en-us-0.15"", ""device"": ""cpu"", ""latency_ms"": 1044.2259999690577}",what is my account balance,0.0,voskadapter
balance_02.wav,3,1331.3506999984384,what is my account balance,"{""model_path"": ""bench/models/vosk/vosk-model-small-en-us-0.15"", ""device"": ""cpu"", ""latency_ms"": 1087.8494998905808}",what is my account balance,0.0,voskadapter
balance_03.wav,1,1297.862600069493,show me my account balance,"{""model_path"": ""bench/models/vosk/vosk-model-small-en-us-0.15"", ""device"": ""cpu"", ""latency_ms"": 1056.4676000503823}",show me my account balance,0.0,voskadapter
balance_03.wav,2,1284.3820999842137,show me my account balance,"{""model_path"": ""bench/models/vosk/vosk-model-small-en-us-0.15"", ""device"": ""cpu"", ""latency_ms"": 1061.3809999777004}",show me my account balance,0.0,voskadapter
balance_03.wav,3,1275.8328000782058,show me my account balance,"{""model_path"": ""bench/models/vosk/vosk-model-small-en-us-0.15"", ""device"": ""cpu"", ""latency_ms"": 1051.856099977158}",show me my account balance,0.0,voskadapter
balance_04.wav,1,1423.8505000248551,i would like to know what my current account balance shows,"{""model_path"": ""bench/models/vosk/vosk-model-small-en-us-0.15"", ""device"": ""cpu"", ""latency_ms"": 1204.7889000969008}",I would like to know what my current account balance shows,0.0,voskadapter
balance_04.wav,2,1514.3385999836028,i would like to know what my current account balance shows,"{""model_path"": ""bench/models/vosk/vosk-model-small-en-us-0.15"", ""device"": ""cpu"", ""latency_ms"": 1273.144799983129}",I would like to know what my current account balance shows,0.0,voskadapter
balance_04.wav,3,1481.9698000792414,i would like to know what my current account balance shows,"{""model_path"": ""bench/models/vosk/vosk-model-small-en-us-0.15"", ""device"": ""cpu"", ""latency_ms"": 1264.5301000447944}",I would like to know what my current account balance shows,0.0,voskadapter
balance_05.wav,1,1262.822899967432,what's my current balance,"{""model_path"": ""bench/models/vosk/vosk-model-small-en-us-0.15"", ""device"": ""cpu"", ""latency_ms"": 1045.5845000687987}",what's my current balance,0.0,voskadapter
balance_05.wav,2,1214.257700019516,what's my current balance,"{""model_path"": ""bench/models/vosk/vosk-model-small-en-us-0.15"", ""device"": ""cpu"", ""latency_ms"": 1000.3540000179783}",what's my current balance,0.0,voskadapter
balance_05.wav,3,1236.902600037865,what's my current balance,"{""model_path"": ""bench/models/vosk/vosk-model-small-en-us-0.15"", ""device"": ""cpu"", ""latency_ms"": 1001.4085000148043}",what's my current balance,0.0,voskadapter
balance_06.wav,1,1147.8863999946043,account balance,"{""model_path"": ""bench/models/vosk/vosk-model-small-en-us-0.15"", ""device"": ""cpu"", ""latency_ms"": 940.7234999816865}",account balance,0.0,voskadapter
balance_06.wav,2,1139.2059000208974,account balance,"{""model_path"": ""bench/models/vosk/vosk-model-small-en-us-0.15"", ""device"": ""cpu"", ""latency_ms"": 926.6524000559002}",account balance,0.0,voskadapter
balance_06.wav,3,1160.472400020808,account balance,"{""model_path"": ""bench/models/vosk/vosk-model-small-en-us-0.15"", ""device"": ""cpu"", ""latency_ms"": 963.0248999455944}",account balance,0.0,voskadapter
balance_07.wav,1,1363.466100068763,show me my account balance please,"{""model_path"": ""bench/models/vosk/vosk-model-small-en-us-0.15"", ""device"": ""cpu"", ""latency_ms"": 1142.892799922265}",show me my account balance please,0.0,voskadapter
balance_07.wav,2,1362.3209000797942,show me my account balance please,"{""model_path"": ""bench/models/vosk/vosk-model-small-en-us-0.15"", ""device"": ""cpu"", ""latency_ms"": 1138.5208999272436}",show me my account balance please,0.0,voskadapter
balance_07.wav,3,1340.0553000392392,show me my account balance please,"{""model_path"": ""bench/models/vosk/vosk-model-small-en-us-0.15"", ""device"": ""cpu"", ""latency_ms"": 1142.7744999527931}",show me my account balance please,0.0,voskadapter
balance_08.wav,1,1409.8700999747962,show me my account balance,"{""model_path"": ""bench/models/vosk/vosk-model-small-en-us-0.15"", ""device"": ""cpu"", ""latency_ms"": 1200.8910999866202}",show me my account balance,0.0,voskadapter
balance_08.wav,2,1369.2246000282466,show me my account balance,"{""model_path"": ""bench/models/vosk/vosk-model-small-en-us-0.15"", ""device"": ""cpu"", ""latency_ms"": 1158.3304000087082}",show me my account balance,0.0,voskadapter
balance_08.wav,3,1340.1532999705523,show me my account balance,"{""model_path"": ""bench/models/vosk/vosk-model-small-en-us-0.15"", ""device"": ""cpu"", ""latency_ms"": 1133.1535999197513}",show me my account balance,0.0,voskadapter
balance_09.wav,1,1992.14949994348,it i see my account balance please,"{""model_path"": ""bench/models/vosk/vosk-model-small-en-us-0.15"", ""device"": ""cpu"", ""latency_ms"": 1788.2623999612406}",can I see my account balance please,0.1428571428571428,voskadapter
balance_09.wav,2,1748.6944999545813,it i see my account balance please,"{""model_path"": ""bench/models/vosk/vosk-model-small-en-us-0.15"", ""device"": ""cpu"", ""latency_ms"": 1501.5865999739617}",can I see my account balance please,0.1428571428571428,voskadapter
balance_09.wav,3,1553.245299961418,it i see my account balance please,"{""model_path"": ""bench/models/vosk/vosk-model-small-en-us-0.15"", ""device"": ""cpu"", ""latency_ms"": 1321.581199998036}",can I see my account balance please,0.1428571428571428,voskadapter
balance_10.wav,1,1814.5435999613253,he filled a my current account out,"{""model_path"": ""bench/models/vosk/vosk-model-small-en-us-0.15"", ""device"": ""cpu"", ""latency_ms"": 1575.561900041066}",show me my current account balance,0.6666666666666666,voskadapter
balance_10.wav,2,1645.464599947445,he filled a my current account out,"{""model_path"": ""bench/models/vosk/vosk-model-small-en-us-0.15"", ""device"": ""cpu"", ""latency_ms"": 1421.6960000339895}",show me my current account balance,0.6666666666666666,voskadapter
balance_10.wav,3,1657.8818999696523,he filled a my current account out,"{""model_path"": ""bench/models/vosk/vosk-model-small-en-us-0.15"", ""device"": ""cpu"", ""latency_ms"": 1407.527899951674}",show me my current account balance,0.6666666666666666,voskadapter
card_issues_01.wav,1,1296.3583000237122,one is my card declined,"{""model_path"": ""bench/models/vosk/vosk-model-small-en-us-0.15"", ""device"": ""cpu"", ""latency_ms"": 1100.7905000587925}",why was my card declined,0.4,voskadapter
card_issues_01.wav,2,1312.639300012961,one is my card declined,"{""model_path"": ""bench/models/vosk/vosk-model-small-en-us-0.15"", ""device"": ""cpu"", ""latency_ms"": 1107.531200046651}",why was my card declined,0.4,voskadapter
card_issues_01.wav,3,1255.905200028792,one is my card declined,"{""model_path"": ""bench/models/vosk/vosk-model-small-en-us-0.15"", ""device"": ""cpu"", ""latency_ms"": 1044.7931999806315}",why was my card declined,0.4,voskadapter
card_issues_02.wav,1,1545.101399999112,i need help activating might cause,"{""model_path"": ""bench/models/vosk/vosk-model-small-en-us-0.15"", ""device"": ""cpu"", ""latency_ms"": 1332.113900105469}",I need help activating my scars,0.3333333333333333,voskadapter
card_issues_02.wav,2,1611.6128000430765,i need help activating might cause,"{""model_path"": ""bench/models/vosk/vosk-model-small-en-us-0.15"", ""device"": ""cpu"", ""latency_ms"": 1340.0048000039533}",I need help activating my scars,0.3333333333333333,voskadapter
card_issues_02.wav,3,2549.475900013931,i need help activating might cause,"{""model_path"": ""bench/models/vosk/vosk-model-small-en-us-0.15"", ""device"": ""cpu"", ""latency_ms"": 2253.240999998525}",I need help activating my scars,0.3333333333333333,voskadapter
card_issues_03.wav,1,2054.028599988669,hard not working,"{""model_path"": ""bench/models/vosk/vosk-model-small-en-us-0.15"", ""device"": ""cpu"", ""latency_ms"": 1700.0664999941364}",card not working,0.3333333333333333,voskadapter
card_issues_03.wav,2,2030.5850999429824,hard not working,"{""model_path"": ""bench/models/vosk/vosk-model-small-en-us-0.15"", ""device"": ""cpu"", ""latency_ms"": 1673.2261999277398}",card not working,0.3333333333333333,voskadapter
card_issues_03.wav,3,2019.317500060424,hard not working,"{""model_path"": ""bench/models/vosk/vosk-model-small-en-us-0.15"", ""device"": ""cpu"", ""latency_ms"": 1658.555900095962}",card not working,0.3333333333333333,voskadapter
card_issues_04.wav,1,2474.763499922119,my part of the working,"{""model_path"": ""bench/models/vosk/vosk-model-small-en-us-0.15"", ""device"": ""cpu"", ""latency_ms"": 2086.246900027618}",my card isn't working,0.75,voskadapter
card_issues_04.wav,2,2199.369299924001,my part of the working,"{""model_path"": ""bench/models/vosk/vosk-model-small-en-us-0.15"", ""device"": ""cpu"", ""latency_ms"": 1828.081600018777}",my card isn't working,0.75,voskadapter
card_issues_04.wav,3,2155.7311998913065,my part of the working,"{""model_path"": ""bench/models/vosk/vosk-model-small-en-us-0.15"", ""device"": ""cpu"", ""latency_ms"": 1792.710299952887}",my card isn't working,0.75,voskadapter
card_issues_05.wav,1,2541.3310999283567,trying to figure out why my payment was declined,"{""model_path"": ""bench/models/vosk/vosk-model-small-en-us-0.15"", ""device"": ""cpu"", ""latency_ms"": 2164.5062000025064}",trying to figure out why my payment was declined,0.0,voskadapter
card_issues_05.wav,2,2493.099300074391,trying to figure out why my payment was declined,"{""model_path"": ""bench/models/vosk/vosk-model-small-en-us-0.15"", ""device"": ""cpu"", ""latency_ms"": 2120.3767999541014}",trying to figure out why my payment was declined,0.0,voskadapter
card_issues_05.wav,3,2578.809800092131,trying to figure out why my payment was declined,"{""model_path"": ""bench/models/vosk/vosk-model-small-en-us-0.15"", ""device"": ""cpu"", ""latency_ms"": 2212.427500053309}",trying to figure out why my payment was declined,0.0,voskadapter
cash_deposit_01.wav,1,2526.4735999517143,hardaway deposit money into my account,"{""model_path"": ""bench/models/vosk/vosk-model-small-en-us-0.15"", ""device"": ""cpu"", ""latency_ms"": 2156.8280000938103}",how do I deposit money into my account,0.375,voskadapter
cash_deposit_01.wav,2,2527.2991999518126,hardaway deposit money into my account,"{""model_path"": ""bench/models/vosk/vosk-model-small-en-us-0.15"", ""device"": ""cpu"", ""latency_ms"": 2157.356899930164}",how do I deposit money into my account,0.375,voskadapter
cash_deposit_01.wav,3,2483.642700011842,hardaway deposit money into my account,"{""model_path"": ""bench/models/vosk/vosk-model-small-en-us-0.15"", ""device"": ""cpu"", ""latency_ms"": 2120.362100074999}",how do I deposit money into my account,0.375,voskadapter
cash_deposit_02.wav,1,2505.25310006924,would like to deposit money into my account,"{""model_path"": ""bench/models/vosk/vosk-model-small-en-us-0.15"", ""device"": ""cpu"", ""latency_ms"": 2143.5493000317365}",would you like to deposit money into my account,0.1111111111111111,voskadapter
cash_deposit_02.wav,2,2502.8111999854445,would like to deposit money into my account,"{""model_path"": ""bench/models/vosk/vosk-model-small-en-us-0.15"", ""device"": ""cpu"", ""latency_ms"": 2117.596699972637}",would you like to deposit money into my account,0.1111111111111111,voskadapter
cash_deposit_02.wav,3,2530.731900013052,would like to deposit money into my account,"{""model_path"": ""bench/models/vosk/vosk-model-small-en-us-0.15"", ""device"": ""cpu"", ""latency_ms"": 2139.6104999585077}",would you like to deposit money into my account,0.1111111111111111,voskadapter
cash_deposit_03.wav,1,2346.1484001018107,how do i deposit money into my account,"{""model_path"": ""bench/models/vosk/vosk-model-small-en-us-0.15"", ""device"": ""cpu"", ""latency_ms"": 1972.6398000493646}",how do I deposit money into my account,0.0,voskadapter
cash_deposit_03.wav,2,2363.986400072463,how do i deposit money into my account,"{""model_path"": ""bench/models/vosk/vosk-model-small-en-us-0.15"", ""device"": ""cpu"", ""latency_ms"": 1995.5973000032827}",how do I deposit money into my account,0.0,voskadapter
cash_deposit_03.wav,3,2338.972700061277,how do i deposit money into my account,"{""model_path"": ""bench/models/vosk/vosk-model-small-en-us-0.15"", ""device"": ""cpu"", ""latency_ms"": 1976.867699995637}",how do I deposit money into my account,0.0,voskadapter
cash_deposit_04.wav,1,2152.0395999541506,can i make a deposit,"{""model_path"": ""bench/models/vosk/vosk-model-small-en-us-0.15"", ""device"": ""cpu"", ""latency_ms"": 1771.2100999196991}",can I make a deposit,0.0,voskadapter
cash_deposit_04.wav,2,2129.8482000129297,can i make a deposit,"{""model_path"": ""bench/models/vosk/vosk-model-small-en-us-0.15"", ""device"": ""cpu"", ""latency_ms"": 1743.144000065513}",can I make a deposit,0.0,voskadapter
cash_deposit_04.wav,3,2437.442099908367,can i make a deposit,"{""model_path"": ""bench/models/vosk/vosk-model-small-en-us-0.15"", ""device"": ""cpu"", ""latency_ms"": 2064.4881000043824}",can I make a deposit,0.0,voskadapter
cash_deposit_05.wav,1,2673.237500013784,i want deposit money into my savings account,"{""model_path"": ""bench/models/vosk/vosk-model-small-en-us-0.15"", ""device"": ""cpu"", ""latency_ms"": 2288.1984000559896}",hi I want to deposit money into my savings account,0.2,voskadapter
cash_deposit_05.wav,2,2884.415599983185,i want deposit money into my savings account,"{""model_path"": ""bench/models/vosk/vosk-model-small-en-us-0.15"", ""device"": ""cpu"", ""latency_ms"": 2507.1024999488145}",hi I want to deposit money into my savings account,0.2,voskadapter
cash_deposit_05.wav,3,2787.8093000035733,i want deposit money into my savings account,"{""model_path"": ""bench/models/vosk/vosk-model-small-en-us-0.15"", ""device"": ""cpu"", ""latency_ms"": 2409.4835000578314}",hi I want to deposit money into my savings account,0.2,voskadapter
cash_deposit_06.wav,1,2220.8105000900105,i'd like to make a deposit,"{""model_path"": ""bench/models/vosk/vosk-model-small-en-us-0.15"", ""device"": ""cpu"", ""latency_ms"": 1845.934799988754}",I'd like to make a deposit,0.0,voskadapter
cash_deposit_06.wav,2,2064.259500009939,i'd like to make a deposit,"{""model_path"": ""bench/models/vosk/vosk-model-small-en-us-0.15"", ""device"": ""cpu"", ""latency_ms"": 1679.6112000010908}",I'd like to make a deposit,0.0,voskadapter
cash_deposit_06.wav,3,1985.9856999246404,i'd like to make a deposit,"{""model_path"": ""bench/models/vosk/vosk-model-small-en-us-0.15"", ""device"": ""cpu"", ""latency_ms"": 1610.3330999612808}",I'd like to make a deposit,0.0,voskadapter
cash_deposit_07.wav,1,2780.165900010616,deposit money into account,"{""model_path"": ""bench/models/vosk/vosk-model-small-en-us-0.15"", ""device"": ""cpu"", ""latency_ms"": 2418.6570999445394}",deposit money into account,0.0,voskadapter
cash_deposit_07.wav,2,2850.0216000247747,deposit money into account,"{""model_path"": ""bench/models/vosk/vosk-model-small-en-us-0.15"", ""device"": ""cpu"", ""latency_ms"": 2466.370000038296}",deposit money into account,0.0,voskadapter
cash_deposit_07.wav,3,2745.7897000713274,deposit money into account,"{""model_path"": ""bench/models/vosk/vosk-model-small-en-us-0.15"", ""device"": ""cpu"", ""latency_ms"": 2378.4515999723226}",deposit money into account,0.0,voskadapter
cash_deposit_08.wav,1,2860.808299970813,how can i deposit money,"{""model_path"": ""bench/models/vosk/vosk-model-small-en-us-0.15"", ""device"": ""cpu"", ""latency_ms"": 2472.681100014597}",where can I deposit money,0.2,voskadapter
cash_deposit_08.wav,2,2803.972100024112,how can i deposit money,"{""model_path"": ""bench/models/vosk/vosk-model-small-en-us-0.15"", ""device"": ""cpu"", ""latency_ms"": 2418.7753999140114}",where can I deposit money,0.2,voskadapter
cash_deposit_08.wav,3,2770.786300068721,how can i deposit money,"{""model_path"": ""bench/models/vosk/vosk-model-small-en-us-0.15"", ""device"": ""cpu"", ""latency_ms"": 2392.861400032416}",where can I deposit money,0.2,voskadapter
cash_deposit_09.wav,1,2495.3676000004634,how can i make a deposit,"{""model_path"": ""bench/models/vosk/vosk-model-small-en-us-0.15"", ""device"": ""cpu"", ""latency_ms"": 2116.966500063427}",how can I make a deposit,0.0,voskadapter
cash_deposit_09.wav,2,2546.866099932231,how can i make a deposit,"{""model_path"": ""bench/models/vosk/vosk-model-small-en-us-0.15"", ""device"": ""cpu"", ""latency_ms"": 2175.1830999273807}",how can I make a deposit,0.0,voskadapter
cash_deposit_09.wav,3,2553.130400017835,how can i make a deposit,"{""model_path"": ""bench/models/vosk/vosk-model-small-en-us-0.15"", ""device"": ""cpu"", ""latency_ms"": 2171.49530001916}",how can I make a deposit,0.0,voskadapter
cash_deposit_10.wav,1,3016.871300060302,i'd like to the power that money into my account,"{""model_path"": ""bench/models/vosk/vosk-model-small-en-us-0.15"", ""device"": ""cpu"", ""latency_ms"": 2643.8627999741584}",I'd like to deposit money into my account,0.375,voskadapter
cash_deposit_10.wav,2,3106.5833000466228,i'd like to the power that money into my account,"{""model_path"": ""bench/models/vosk/vosk-model-small-en-us-0.15"", ""device"": ""cpu"", ""latency_ms"": 2696.131599950604}",I'd like to deposit money into my account,0.375,voskadapter
cash_deposit_10.wav,3,3395.6195999635383,i'd like to the power that money into my account,"{""model_path"": ""bench/models/vosk/vosk-model-small-en-us-0.15"", ""device"": ""cpu"", ""latency_ms"": 3001.9907999085262}",I'd like to deposit money into my account,0.375,voskadapter
latest_transactions_01.wav,1,3187.926299986429,i'm about recent transaction for my card,"{""model_path"": ""bench/models/vosk/vosk-model-small-en-us-0.15"", ""device"": ""cpu"", ""latency_ms"": 2770.0840000761673}",tell me about recent transactions on my card,0.5,voskadapter
latest_transactions_01.wav,2,2922.529499977827,i'm about recent transactions for my card,"{""model_path"": ""bench/models/vosk/vosk-model-small-en-us-0.15"", ""device"": ""cpu"", ""latency_ms"": 2519.271400058642}",tell me about recent transactions on my card,0.375,voskadapter
latest_transactions_01.wav,3,3056.9998999126256,i'm wrong about recent transaction for my card,"{""model_path"": ""bench/models/vosk/vosk-model-small-en-us-0.15"", ""device"": ""cpu"", ""latency_ms"": 2655.7327000191435}",tell me about recent transactions on my card,0.5,voskadapter
latest_transactions_02.wav,1,2861.808100016788,please show me my latest transactions,"{""model_path"": ""bench/models/vosk/vosk-model-small-en-us-0.15"", ""device"": ""cpu"", ""latency_ms"": 2431.8610999034718}",please show me my latest transactions,0.0,voskadapter
latest_transactions_02.wav,2,2424.365400103852,please show me my latest transactions,"{""model_path"": ""bench/models/vosk/vosk-model-small-en-us-0.15"", ""device"": ""cpu"", ""latency_ms"": 2031.92889993079}",please show me my latest transactions,0.0,voskadapter
latest_transactions_02.wav,3,2315.9931999398395,please show me my latest transactions,"{""model_path"": ""bench/models/vosk/vosk-model-small-en-us-0.15"", ""device"": ""cpu"", ""latency_ms"": 1932.6586000388488}",please show me my latest transactions,0.0,voskadapter
latest_transactions_03.wav,1,2457.524200086482,show me my recent transactions,"{""model_path"": ""bench/models/vosk/vosk-model-small-en-us-0.15"", ""device"": ""cpu"", ""latency_ms"": 2085.3065999690443}",show me my recent transactions,0.0,voskadapter
latest_transactions_03.wav,2,2478.9467999944463,show me my recent transactions,"{""model_path"": ""bench/models/vosk/vosk-model-small-en-us-0.15"", ""device"": ""cpu"", ""latency_ms"": 2098.2837999472395}",show me my recent transactions,0.0,voskadapter
latest_transactions_03.wav,3,2453.298700042069,show me my recent transaction,"{""model_path"": ""bench/models/vosk/vosk-model-small-en-us-0.15"", ""device"": ""cpu"", ""latency_ms"": 2071.388200041838}",show me my recent transactions,0.2,voskadapter
pay_bill_01.wav,1,2727.019099984318,i think the make a payment on the film,"{""model_path"": ""bench/models/vosk/vosk-model-small-en-us-0.15"", ""device"": ""cpu"", ""latency_ms"": 2328.230500104837}",epic to make a payment on the bill,0.5,voskadapter
pay_bill_01.wav,2,2959.0237999800597,i think the make a payment on the film,"{""model_path"": ""bench/models/vosk/vosk-model-small-en-us-0.15"", ""device"": ""cpu"", ""latency_ms"": 2573.9465999649838}",epic to make a payment on the bill,0.5,voskadapter
pay_bill_01.wav,3,1913.365000043996,i think the make a payment on the film,"{""model_path"": ""bench/models/vosk/vosk-model-small-en-us-0.15"", ""device"": ""cpu"", ""latency_ms"": 1512.3312999494374}",epic to make a payment on the bill,0.5,voskadapter
pay_bill_02.wav,1,2487.7239000052214,i want to make an online bill payment,"{""model_path"": ""bench/models/vosk/vosk-model-small-en-us-0.15"", ""device"": ""cpu"", ""latency_ms"": 2076.2243000790477}",I want to make an online bill payment,0.0,voskadapter
